policy,metric,net_pnl,total_ex_funding
ml,mean,7440.61,6650.54
ml,std,531381.12,531864.44
ml,min,-1336268.38,-1339154.50
ml,p5,-777204.00,-777943.91
ml,p95,933427.04,933188.74
ml,max,3108312.00,3113039.25
