policy,metric,net_pnl,total_ex_funding
ml,mean,-54410.41,-54052.14
ml,std,462905.97,463589.50
ml,min,-1591986.00,-1590716.50
ml,p5,-774066.71,-772827.03
ml,p95,730164.84,731578.50
ml,max,2741426.75,2749672.25
