policy,metric,net_pnl,total_ex_funding
ml,mean,100990.48,99523.72
ml,std,635089.12,635087.56
ml,min,-1931310.50,-1932829.00
ml,p5,-762749.71,-763998.32
ml,p95,1265966.21,1264662.57
ml,max,3173969.00,3172427.50
