policy,metric,net_pnl,total_ex_funding
ml,mean,-9277.61,-9981.41
ml,std,474691.88,475541.53
ml,min,-1730936.88,-1735472.00
ml,p5,-738897.81,-740992.01
ml,p95,833509.47,834632.83
ml,max,2315119.25,2317886.25
