mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
104355.921875,-1926472.625,-756401.6406249999,-652045.7187499999,-1925075.75,106156.734375,-1800.8125,-1396.875,1.0,0.0,2.0,1.0,clean_terminal_perinst_seed123,clean_terminal_perinst,123,100,optimizer.Dense_Tracking_Reward_Scale=0.0;objective.Power=2.0;objective.Position_Bounds_Penalty=0.0;objective.Per_Instrument_Bounds_Penalty=0.5,6.302710147150113
