mean_pnl,worst_pnl,median_pnl,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,seed,epochs,overrides,elapsed_min
33971.7421875,-1284098.375,-18033.404296875,-1551628.875,92839.2734375,-58867.53125,267530.5,5.0,-23.0,25.0,1.0,dense_3_200ep_seed7,7,200,optimizer.Dense_Tracking_Reward_Scale=3,12.704646292349995
-1690566.25,-75682032.0,-88643.8125,-1569304.0,112118.96875,-1802685.21875,-74112728.0,9.0,-940.0,2300.0,1.0,dense_3_200ep_seed42,42,200,optimizer.Dense_Tracking_Reward_Scale=3,12.700282130833346
-40461.7109375,-2531120.5,-125185.84375,-1925075.75,106156.734375,-146618.4453125,-606044.75,37.0,-28.0,105.0,1.0,dense_3_200ep_seed123,123,200,optimizer.Dense_Tracking_Reward_Scale=3,12.710939763866675
-564668.125,-3783427.0,-637193.9375,-2206881.25,114617.34375,-679285.46875,-1576545.75,40.0,-47.0,106.0,1.0,dense_3_200ep_seed456,456,200,optimizer.Dense_Tracking_Reward_Scale=3,12.712441386650001
