policy,metric,net_pnl,total_ex_funding
ml,mean,67215.07,66221.82
ml,std,552090.81,552489.88
ml,min,-1466574.62,-1468469.25
ml,p5,-714748.04,-716587.04
ml,p95,1093337.22,1093157.23
ml,max,3560844.50,3561058.25
