policy,metric,net_pnl,total_ex_funding
ml,mean,92561.28,91349.92
ml,std,605461.06,605497.62
ml,min,-1551865.75,-1552941.00
ml,p5,-771568.54,-772896.44
ml,p95,1159513.87,1158398.90
ml,max,3001147.00,2999982.25
