policy,metric,net_pnl,total_ex_funding
ml,mean,100798.71,99575.95
ml,std,585623.00,585799.56
ml,min,-1542934.25,-1544653.75
ml,p5,-769632.56,-771041.38
ml,p95,1131869.29,1131203.56
ml,max,3167788.75,3170136.75
