policy,metric,net_pnl,total_ex_funding
ml,mean,112118.97,110621.30
ml,std,608450.31,608450.69
ml,min,-1569304.00,-1570730.62
ml,p5,-777357.48,-778604.15
ml,p95,1219837.85,1218339.12
ml,max,3809509.25,3807725.25
