policy,metric,net_pnl,total_ex_funding
ml,mean,110387.12,108896.22
ml,std,597422.94,597424.06
ml,min,-2200030.75,-2201546.75
ml,p5,-757271.52,-758912.32
ml,p95,1192161.63,1190584.81
ml,max,2824373.50,2822851.50
