policy,metric,net_pnl,total_ex_funding
ml,mean,74053.43,72708.53
ml,std,584729.00,584859.19
ml,min,-1616316.50,-1617599.88
ml,p5,-780345.40,-781687.40
ml,p95,1129769.78,1128449.17
ml,max,3589627.50,3589347.75
