policy,metric,net_pnl,total_ex_funding
ml,mean,33939.82,33051.98
ml,std,509387.62,510133.00
ml,min,-1294208.12,-1297252.50
ml,p5,-685968.18,-687802.22
ml,p95,904396.07,905606.36
ml,max,2572844.00,2575862.00
