policy,metric,net_pnl,total_ex_funding
ml,mean,29339.34,29131.91
ml,std,354178.69,355725.09
ml,min,-1179643.12,-1183328.12
ml,p5,-544048.08,-545447.43
ml,p95,612877.17,614744.63
ml,max,2056081.50,2074401.62
