policy,metric,net_pnl,total_ex_funding
ml,mean,38568.72,37713.06
ml,std,551590.25,552001.69
ml,min,-1366532.38,-1369220.12
ml,p5,-747934.07,-749482.62
ml,p95,977542.60,978036.85
ml,max,2545445.75,2547962.00
