policy,metric,net_pnl,total_ex_funding
ml,mean,84136.52,82728.28
ml,std,592634.56,592735.19
ml,min,-1563071.75,-1564704.12
ml,p5,-798640.77,-799776.43
ml,p95,1165108.01,1164222.83
ml,max,3703054.00,3702056.25
