policy,metric,net_pnl,total_ex_funding
ml,mean,104355.91,102893.73
ml,std,635700.19,635702.62
ml,min,-1926472.62,-1927991.25
ml,p5,-756401.64,-757950.00
ml,p95,1273102.28,1271673.97
ml,max,3212017.75,3210660.75
