policy,metric,net_pnl,total_ex_funding
ml,mean,-101229.03,-102122.24
ml,std,530470.81,531276.44
ml,min,-2255384.25,-2258601.25
ml,p5,-909280.91,-909482.58
ml,p95,789076.67,794314.03
ml,max,2143253.75,2158256.00
