policy,metric,net_pnl,total_ex_funding
ml,mean,3400.17,3011.65
ml,std,441006.22,442230.53
ml,min,-1057660.75,-1062043.75
ml,p5,-607605.11,-609003.07
ml,p95,785701.64,786679.06
ml,max,2118919.50,2125030.75
