policy,metric,net_pnl,total_ex_funding
ml,mean,82522.70,81251.08
ml,std,499667.84,500459.56
ml,min,-1318712.50,-1321648.38
ml,p5,-611603.85,-614209.54
ml,p95,1003334.90,1003416.50
ml,max,3208927.00,3213295.25
