policy,metric,net_pnl,total_ex_funding
ml,mean,90864.56,89764.84
ml,std,573808.88,574062.06
ml,min,-1563264.00,-1564330.88
ml,p5,-752052.27,-754146.86
ml,p95,1122778.68,1121745.10
ml,max,3468630.25,3469782.25
