policy,metric,net_pnl,total_ex_funding
ml,mean,74085.14,72884.98
ml,std,566604.44,566859.00
ml,min,-1589026.50,-1589689.62
ml,p5,-760088.48,-761979.47
ml,p95,1087768.29,1086491.46
ml,max,3620371.50,3621570.50
