mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
28325.900390625,-1025018.5,-560044.984375,-531719.083984375,-1551628.875,92839.2734375,-64513.373046875,526610.375,2.0,-13.0,30.0,1.0,d5_e3_p2_seed7,d5_e3_p2,7,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0,7.07603362405013
