policy,metric,net_pnl,total_ex_funding
ml,mean,97878.23,96698.83
ml,std,608264.81,608203.06
ml,min,-2101186.50,-2101306.00
ml,p5,-809619.25,-810307.34
ml,p95,1191777.69,1190438.01
ml,max,3234303.50,3233314.00
