policy,metric,net_pnl,total_ex_funding
ml,mean,85445.22,84465.03
ml,std,593457.81,593589.31
ml,min,-1545863.75,-1547342.12
ml,p5,-787125.33,-788658.99
ml,p95,1155231.02,1154869.79
ml,max,3652766.00,3652352.25
