mean_pnl,worst_pnl,median_pnl,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,seed,epochs,overrides,elapsed_min
38693.921875,-1535848.625,-15927.5078125,-1569304.0,112118.96875,-73425.046875,33455.375,5.0,-6.0,18.0,1.0,entropy_coef=0.003,42,100,optimizer.Entropy_Coef=0.003,7.225455813183362
-38009.359375,-4740754.0,-68558.65234375,-1569304.0,112118.96875,-150128.328125,-3171450.0,83.0,-36.0,178.0,1.0,learning_rate=0.001,42,100,optimizer.Learning_Rate=0.001,7.966769192633365
