mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,seed,epochs,elapsed_min
29339.3359375,-1179643.125,-544048.08125,-514708.74531250005,-1544304.0,137118.96875,-107779.6328125,364660.875,5.0,-20.0,50.0,1.0,42,40,2.6562287544499363
