policy,metric,net_pnl,total_ex_funding
ml,mean,48829.31,47996.48
ml,std,547033.00,547393.88
ml,min,-2071439.38,-2073742.62
ml,p5,-744058.69,-745179.46
ml,p95,986910.44,986767.66
ml,max,2504721.75,2506124.50
