policy,metric,net_pnl,total_ex_funding
ml,mean,96220.52,94710.74
ml,std,617834.12,617749.81
ml,min,-1667250.38,-1667933.38
ml,p5,-806285.30,-807239.20
ml,p95,1203728.15,1202122.81
ml,max,3781404.00,3779214.75
