policy,metric,net_pnl,total_ex_funding
ml,mean,80887.98,79618.88
ml,std,577887.75,577924.06
ml,min,-2111451.75,-2113662.25
ml,p5,-756403.86,-756601.44
ml,p95,1074667.85,1072150.60
ml,max,2850691.75,2848746.50
