policy,metric,net_pnl,total_ex_funding
ml,mean,117697.16,116365.22
ml,std,598020.00,598026.00
ml,min,-1975957.12,-1976865.50
ml,p5,-761205.88,-762393.95
ml,p95,1205053.34,1203958.16
ml,max,3378955.25,3377404.25
