policy,metric,net_pnl,total_ex_funding
ml,mean,70711.38,69670.45
ml,std,567153.88,567426.06
ml,min,-1388014.88,-1390660.00
ml,p5,-747342.64,-748711.92
ml,p95,1093157.91,1092595.24
ml,max,3435158.50,3436396.50
