policy,metric,net_pnl,total_ex_funding
ml,mean,97972.17,96960.78
ml,std,521640.34,522279.66
ml,min,-1652532.00,-1658272.38
ml,p5,-654882.18,-657012.12
ml,p95,1046415.91,1046010.85
ml,max,2790200.50,2794218.00
