policy,metric,net_pnl,total_ex_funding
ml,mean,105201.22,103808.67
ml,std,633986.44,633995.88
ml,min,-1925126.75,-1926594.25
ml,p5,-742449.10,-743769.17
ml,p95,1267370.31,1265999.68
ml,max,3187051.75,3185694.75
