policy,metric,net_pnl,total_ex_funding
ml,mean,95745.92,94625.41
ml,std,467799.81,468711.84
ml,min,-1701425.88,-1706124.00
ml,p5,-602349.40,-605014.58
ml,p95,902853.93,904192.72
ml,max,2103964.50,2108768.00
