policy,metric,net_pnl,total_ex_funding
ml,mean,-1518.01,-2115.55
ml,std,498249.41,499080.66
ml,min,-1288261.00,-1291573.00
ml,p5,-697058.75,-698655.09
ml,p95,893371.86,894100.51
ml,max,2409583.25,2413134.75
