policy,metric,net_pnl,total_ex_funding
ml,mean,49617.09,48525.27
ml,std,313601.69,315399.06
ml,min,-1068642.75,-1080410.00
ml,p5,-412390.35,-416878.75
ml,p95,608926.09,611071.68
ml,max,1825265.88,1829534.25
