mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
89132.921875,-1321667.25,-655350.003125,-566217.08125,-1569304.0,112118.96875,-22986.046875,247636.75,1.0,-8.0,20.0,1.0,dense_5_ent_5e-3_seed42,dense_5_ent_5e-3,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.005,6.454346380949998
95202.3125,-1435797.75,-699943.865625,-604741.553125,-1569304.0,112118.96875,-16916.65625,133506.25,2.0,-13.0,33.0,1.0,dense_5_ent_1e-2_seed42,dense_5_ent_1e-2,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.01,6.463278166666714
15384.2978515625,-1358236.25,-698660.490625,-683276.1927734375,-1569304.0,112118.96875,-96734.6708984375,211067.75,3.0,-17.0,30.0,1.0,dense_5_ent_3e-2_seed42,dense_5_ent_3e-2,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.03,6.469461865866651
90223.546875,-1428729.0,-714288.25,-624064.703125,-1569304.0,112118.96875,-21895.421875,140575.0,1.0,-11.0,19.0,1.0,dense_3_ent_3e-3_seed42,dense_3_ent_3e-3,42,100,optimizer.Dense_Tracking_Reward_Scale=3.0;optimizer.Entropy_Coef=0.003,6.477343346516681
