policy,metric,net_pnl,total_ex_funding
ml,mean,75375.55,73922.84
ml,std,599977.50,600012.69
ml,min,-1607013.38,-1608141.50
ml,p5,-800169.32,-801751.03
ml,p95,1150203.47,1149294.73
ml,max,3668190.50,3666607.50
