policy,metric,net_pnl,total_ex_funding
ml,mean,110022.79,108507.11
ml,std,608695.94,608704.56
ml,min,-1549344.00,-1551113.25
ml,p5,-790228.00,-791954.64
ml,p95,1205972.04,1204288.02
ml,max,3554575.50,3555275.50
