policy,metric,net_pnl,total_ex_funding
ml,mean,115609.70,114271.58
ml,std,558802.00,559169.81
ml,min,-1499320.38,-1500868.00
ml,p5,-694144.05,-696334.20
ml,p95,1119560.57,1119470.22
ml,max,3421253.00,3424256.25
